id,focus,signal,slack,drag,confidence,score,lane
l001,claim drift,35,33,6,25,151,watch
l002,replay exposure,35,34,6,55,182,watch
l003,policy width,35,35,6,85,213,ship
l004,trust boundary,35,36,18,25,130,watch
l005,claim drift,35,37,18,55,161,watch
l006,replay exposure,35,38,18,85,192,watch
l007,policy width,35,39,34,25,101,watch
l008,trust boundary,35,40,34,55,132,watch
l009,claim drift,35,41,34,85,163,watch
l010,replay exposure,60,42,6,25,235,ship
l011,policy width,60,43,6,55,266,ship
l012,trust boundary,60,44,6,85,297,ship
l013,claim drift,60,45,18,25,214,ship
l014,replay exposure,60,46,18,55,245,ship
l015,policy width,60,47,18,85,276,ship
l016,trust boundary,60,48,34,25,185,watch
l017,claim drift,60,32,34,55,199,ship
l018,replay exposure,60,33,34,85,230,ship
l019,policy width,85,34,6,25,302,ship
l020,trust boundary,85,35,6,55,333,ship
l021,claim drift,85,36,6,85,364,ship
l022,replay exposure,85,37,18,25,281,ship
l023,policy width,85,38,18,55,312,ship
l024,trust boundary,85,39,18,85,343,ship
l025,claim drift,85,40,34,25,252,ship
l026,replay exposure,85,41,34,55,283,ship
l027,policy width,85,42,34,85,314,ship
